source_receipt,research_question,task,N,control_vertex_count,face_count,resolution,image,optimizer,steps,lr,threshold,seed,target_strength,host,device,dtype,commit,backend,backend_class,status,failure_type,failure_message,reason,target_identity_check,target_summary_group_size,target_setup_seconds,target_setup_primal_solves,run_target_setup_seconds,run_target_setup_solves,initial_objective,final_objective,best_objective,primal_solves,adjoint_solves,global_solves,evaluations_to_threshold,global_solves_to_threshold,wall_seconds_to_threshold,wall_seconds,wrapper_wall_seconds,trace_available,trace_evaluations,forward_seconds_total,backward_seconds_total,optimizer_seconds_total,audit_seconds_total,timed_components_seconds_total,rss_before_bytes,rss_after_bytes,process_hwm_bytes,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,gpu_baseline_allocated_bytes,gpu_baseline_reserved_bytes,all_iterates_certified,trace_all_certified,trace_max_flip_count,trace_minimum_area_ratio,inverse_consistency,threshold_semantics,solver_settings,warp_convention,memory_semantics,final_flip_count,final_minimum_signed_area,final_minimum_area_ratio,final_boundary_order_min_gap,final_global_injectivity_certificate,final_map_rmse,final_maximum_map_error,final_mu_rmse,final_maximum_mu_error,target_flip_count,target_minimum_signed_area,target_minimum_area_ratio,target_boundary_order_min_gap,target_global_injectivity_certificate,target_map_rmse,target_maximum_map_error,target_mu_rmse,target_maximum_mu_error,target_control_shape,target_dense_shape,target_control_sum,target_dense_sum,target_control_l2,target_dense_l2
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_adam_n25_512_cpu.json,I2 image registration,image_registration,25,625,1152,512,medical_phantom,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,,failure,KrylovConvergenceError,BiCGStab breakdown in shadow residual,,not_recorded,2,0.5807180430274457,1,,,,,,,,,,,,,2.514908659970388,False,,,,,,,,,,,,,,,,,,,,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",,,,,,,,,,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[512, 512, 2]",611.298547235479,255793.24585458037,20.29414436631711,410.68266397442335
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_adam_n25_512_cpu.json,I2 image registration,image_registration,25,625,1152,512,medical_phantom,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,2,0.5807180430274457,1,0.0,0,0.01033937931060791,0.0001633005158510059,0.000129226318676956,41,40,81,18,35,4.8591860379092395,11.212495846906677,11.413260529981926,True,41,7.8270127412397414,2.2953818049281836,0.01556456508114934,1.0710268449038267,11.208985956152901,719859712,720121856,760569856,,,,,True,True,0,0.6630890680673645,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005755981493640314,0.6630890680673645,0.03666606545448303,True,0.028508869327878984,0.10072141599815004,0.16982006829863863,0.49421503196720185,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[512, 512, 2]",611.298547235479,255793.24585458037,20.29414436631711,410.68266397442335
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_lbfgs_n17_256_cpu.json,I2 image registration,image_registration,17,289,512,256,medical_phantom,lbfgs,5,0.8,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,direct,DirectTutteLayer,success,,,,matched,4,0.33792880503460765,1,0.0,0,0.0040832264348864555,0.00021790486061945558,0.00021790486061945558,34,33,67,15,29,1.3912265750113875,2.9799055389594287,3.511166401905939,True,34,2.1678853244520724,0.3927399180829525,0.022978891152888536,0.3959165830165148,2.979520716704428,599330816,699473920,699473920,,,,,True,True,0,0.7950476480623365,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":null,""internal_arithmetic"":""float64"",""max_iterations"":null,""relative_tolerance"":null,""variant"":""SuperLU factorization; two-coordinate RHS; reused transpose factor""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.001552827437621751,0.7950476480623365,0.056190550327301025,True,0.015907402905871715,0.05481821096055628,0.13269923423052354,0.33716387603850706,0,0.0011091489322158144,0.567884253294497,0.03941225951550742,True,,,,,"[289, 2]","[256, 256, 2]",290.73834597363134,65959.63533512043,14.164829740697744,210.35672382769695
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_lbfgs_n17_256_cpu.json,I2 image registration,image_registration,17,289,512,256,medical_phantom,lbfgs,5,0.8,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,MatrixFreeDirectedTutteLayer,success,,,,matched,4,0.33792880503460765,1,0.0,0,0.00407874770462513,0.00023243942996487021,0.00023243942996487021,31,30,61,12,23,1.919423758983612,4.981532436097041,5.042891492834315,True,31,3.1658739265985787,1.4263733078259975,0.018673471175134182,0.370291666360572,4.981212371960282,699478016,695906304,701046784,,,,,True,True,0,0.81566173860665,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0015930893332161133,0.81566173860665,0.05629187822341919,True,0.01553001841176398,0.054838178516556035,0.1328888315217046,0.32622465913655924,0,0.0011091489322158144,0.567884253294497,0.03941225951550742,True,,,,,"[289, 2]","[256, 256, 2]",290.73834597363134,65959.63533512043,14.164829740697744,210.35672382769695
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_lbfgs_n17_256_cpu.json,I2 image registration,image_registration,17,289,512,256,medical_phantom,lbfgs,5,0.8,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,4,0.33792880503460765,1,0.0,0,0.004083102103322744,0.00013784889597445726,0.00013784889597445726,32,31,63,14,27,1.4738437971100211,3.4101751800626516,3.4694800570141524,True,32,2.3934500329196453,0.6313029380980879,0.01685319934040308,0.36833746265619993,3.4099436330143362,695906304,696184832,702361600,,,,,True,True,0,0.5958936003571011,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0012291075150301367,0.62930304769543,0.04488837718963623,True,0.019605596137376616,0.06723297955041929,0.13851320085276964,0.32603476048479324,0,0.0011091489322158144,0.567884253294497,0.03941225951550742,True,,,,,"[289, 2]","[256, 256, 2]",290.73834597363134,65959.63533512043,14.164829740697744,210.35672382769695
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_lbfgs_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,medical_phantom,lbfgs,5,0.8,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,direct,DirectTutteLayer,success,,,,matched,10,0.47857583104632795,1,0.0,0,0.01022787019610405,0.00033641277696006,0.00033641277696006,32,31,63,15,29,2.658886070130393,5.423054396174848,5.895884213037789,True,32,4.155859838007018,0.3702971094753593,0.01931408024393022,0.8769611155148596,5.422432143241167,600096768,701689856,701689856,,,,,True,True,0,0.7766244700368645,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":null,""internal_arithmetic"":""float64"",""max_iterations"":null,""relative_tolerance"":null,""variant"":""SuperLU factorization; two-coordinate RHS; reused transpose factor""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0006798578512934851,0.7831962446900945,0.04078555107116699,True,0.024520759893310356,0.08360764098327272,0.15783533133966754,0.4218395995364925,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_lbfgs_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,medical_phantom,lbfgs,5,0.8,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,,failure,KrylovConvergenceError,BiCGStab breakdown in shadow residual,,not_recorded,10,0.47857583104632795,1,,,,,,,,,,,,,3.2979857390746474,False,,,,,,,,,,,,,,,,,,,,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",,,,,,,,,,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_medical_lbfgs_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,medical_phantom,lbfgs,5,0.8,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,10,0.47857583104632795,1,0.0,0,0.010210658423602581,0.0002105581806972623,0.0002105581806972623,32,31,63,17,33,3.72494421293959,7.122768375091255,7.210062559926882,True,32,5.0724952458404005,1.222398393554613,0.016520158387720585,0.811129990965128,7.122543788747862,705875968,706822144,707366912,,,,,True,True,0,0.3230087095711021,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005707448310305897,0.6574980453472405,0.03161752223968506,True,0.03097177977058872,0.12547336232822054,0.1755810841502147,0.49536177594801606,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_smooth_blobs_adam_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,smooth_blobs,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,direct,DirectTutteLayer,success,,,,matched,10,0.4950210861861706,1,0.0,0,0.003559376811608672,0.0002900523249991238,0.00013806547212880105,41,40,81,17,33,3.004732280038297,6.896894444944337,7.3418714420404285,True,41,5.363421625690535,0.4139133356511593,0.013775181025266647,1.1025137135293335,6.893623855896294,600309760,704192512,704192512,,,,,True,True,0,0.48621937438133495,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":null,""internal_arithmetic"":""float64"",""max_iterations"":null,""relative_tolerance"":null,""variant"":""SuperLU factorization; two-coordinate RHS; reused transpose factor""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.00046204511965469664,0.532275977842211,0.029229402542114258,True,0.02138374209399925,0.06540891242187136,0.16135699361599062,0.4341797194611607,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_smooth_blobs_adam_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,smooth_blobs,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,,failure,KrylovConvergenceError,BiCGStab breakdown in shadow residual,,not_recorded,10,0.4950210861861706,1,,,,,,,,,,,,,1.7717587139923126,False,,,,,,,,,,,,,,,,,,,,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",,,,,,,,,,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_smooth_blobs_adam_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,smooth_blobs,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,10,0.4950210861861706,1,0.0,0,0.0035514459013938904,5.916429654462263e-05,4.465891470317729e-05,41,40,81,3,5,0.6565664887893945,9.363801773870364,9.449452464934438,True,41,6.683069868013263,1.6190817973110825,0.012824173551052809,1.0457610520534217,9.36073689092882,706527232,706224128,706977792,,,,,True,True,0,0.6377790623002413,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005536276582467362,0.6377790623002413,0.030923545360565186,True,0.020378171673950472,0.07135453454356407,0.15883241106992674,0.44940955393227006,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_textured_adam_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,textured,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,direct,DirectTutteLayer,success,,,,matched,10,0.4800446240697056,1,0.0,0,0.014526981860399246,0.0007262112339958549,0.00042051172931678593,41,40,81,24,47,4.157027181005105,6.921270376071334,7.37089136405848,True,41,5.3852498137857765,0.4130882865283638,0.01323840650729835,1.1064552515745163,6.918031758395955,600293376,703823872,703823872,,,,,True,True,0,0.4689653141302576,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":null,""internal_arithmetic"":""float64"",""max_iterations"":null,""relative_tolerance"":null,""variant"":""SuperLU factorization; two-coordinate RHS; reused transpose factor""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005530662244116474,0.6371322905222184,0.03296804428100586,True,0.009990791056153083,0.040000389678348076,0.13537927284415646,0.5254768844587697,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_textured_adam_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,textured,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,MatrixFreeDirectedTutteLayer,success,,,,matched,10,0.4800446240697056,1,0.0,0,0.014503813348710537,0.0006535757565870881,0.00040459822048433125,41,40,81,24,47,7.452445563161746,12.675498275086284,12.76067524193786,True,41,7.988914874149486,3.626881702337414,0.013800029177218676,1.0426832670345902,12.67227987269871,703832064,706691072,706691072,,,,,True,True,0,0.46272276220853475,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005511727931264981,0.6349510576817264,0.03240913152694702,True,0.00973783823041655,0.03980073283107931,0.1356832332357072,0.5348647067055863,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_image_textured_adam_n25_256_cpu.json,I2 image registration,image_registration,25,625,1152,256,textured,adam,40,0.03,0.001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,10,0.4800446240697056,1,0.0,0,0.014510968700051308,0.0002455586800351739,0.00024355070490855724,41,40,81,15,29,3.3649608290288597,9.430886822985485,9.517825857969001,True,41,6.682045572437346,1.6975488879252225,0.011924772057682276,1.0364635945297778,9.427982826950029,706695168,701005824,705417216,,,,,True,True,0,0.5784932618209382,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005389314899879603,0.620849076466131,0.035103440284729004,True,0.007834974788107739,0.026333036833265933,0.12711953738841514,0.43787979313813646,0,0.0004325994631779109,0.49835458158095314,0.024048915260125647,True,,,,,"[625, 2]","[256, 256, 2]",611.298547235479,63956.29216338156,20.29414436631711,205.46519723260528
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_map_adam_n17_256_cpu.json,I1 supervised fitting,supervised_map,17,289,512,256,,adam,40,0.03,0.0001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,direct,DirectTutteLayer,success,,,,matched,4,0.3287347820587456,1,0.0,0,0.001743502332828939,2.4364597265957855e-05,2.1254629245959222e-05,41,40,81,19,37,1.736889756983146,3.516989963129163,4.037364521995187,True,41,2.5970872589387,0.4136529064271599,0.01831045327708125,0.484061021823436,3.513111640466377,599707648,700149760,700149760,,,,,True,True,0,0.5790409756930615,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":null,""internal_arithmetic"":""float64"",""max_iterations"":null,""relative_tolerance"":null,""variant"":""SuperLU factorization; two-coordinate RHS; reused transpose factor""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0011994266124517594,0.6141064255753008,0.048777490854263306,True,0.008602680063575445,0.02745169519359847,0.11377716953887781,0.3348841417937728,0,0.000998234038994238,0.5110958279650498,0.0354710335639567,True,,,,,"[289, 2]","[256, 256, 2]",276.17041485521816,62656.191974080866,13.47448125368723,200.120592750437
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_map_adam_n17_256_cpu.json,I1 supervised fitting,supervised_map,17,289,512,256,,adam,40,0.03,0.0001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,MatrixFreeDirectedTutteLayer,success,,,,matched,4,0.3287347820587456,1,0.0,0,0.001742481836117804,2.4375631255679764e-05,2.126830440829508e-05,41,40,81,19,37,3.082440328085795,6.622615457046777,6.675991649040952,True,41,4.146321912994608,1.977437065448612,0.016703993314877152,0.4784316823352128,6.61889465409331,700149760,695119872,699985920,,,,,True,True,0,0.5787731768261892,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0011994170142539673,0.6141015112980313,0.04878845810890198,True,0.008603940247742586,0.02745247005398055,0.11378975474273749,0.33490686183377805,0,0.000998234038994238,0.5110958279650498,0.0354710335639567,True,,,,,"[289, 2]","[256, 256, 2]",276.17041485521816,62656.191974080866,13.47448125368723,200.120592750437
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_map_adam_n17_256_cpu.json,I1 supervised fitting,supervised_map,17,289,512,256,,adam,40,0.03,0.0001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,4,0.3287347820587456,1,0.0,0,0.001743474742397666,1.7918799130711704e-05,1.7918799130711704e-05,41,40,81,14,27,1.4892866828013211,4.426658474840224,4.478561469819397,True,41,3.1132122699636966,0.8096286773215979,0.01482989639043808,0.48560057766735554,4.423271421343088,695119872,695775232,699985920,,,,,True,True,0,0.5925783781885912,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0012071380079472505,0.6180546600689922,0.044557034969329834,True,0.0074934147597003386,0.029226167553088822,0.09885186839034354,0.274285709188131,0,0.000998234038994238,0.5110958279650498,0.0354710335639567,True,,,,,"[289, 2]","[256, 256, 2]",276.17041485521816,62656.191974080866,13.47448125368723,200.120592750437
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_map_adam_n25_256_cpu.json,I1 supervised fitting,supervised_map,25,625,1152,256,,adam,40,0.03,0.0001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,direct,DirectTutteLayer,success,,,,matched,4,0.49984313803724945,1,0.0,0,0.0028184461407363415,4.529571015154943e-05,3.16528748953715e-05,41,40,81,28,55,4.8346789048518986,6.94218865595758,7.4096581460908055,True,41,5.352794197620824,0.414486113935709,0.01808192511089146,1.1529614452738315,6.938323681941256,600199168,696397824,700039168,,,,,True,True,0,0.3715132851729086,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":null,""internal_arithmetic"":""float64"",""max_iterations"":null,""relative_tolerance"":null,""variant"":""SuperLU factorization; two-coordinate RHS; reused transpose factor""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005016564738745679,0.577908257903502,0.030740678310394287,True,0.010272752160833508,0.03384858410502295,0.13847558931761053,0.5789200834809173,0,0.00038933951686011964,0.4485191234228576,0.02164402373411308,True,,,,,"[625, 2]","[256, 256, 2]",580.4999867373481,60733.680424415004,19.303759504911586,195.4430756013098
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_map_adam_n25_256_cpu.json,I1 supervised fitting,supervised_map,25,625,1152,256,,adam,40,0.03,0.0001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,directed_iterative,,failure,KrylovConvergenceError,BiCGStab breakdown in alpha denominator,,not_recorded,4,0.49984313803724945,1,,,,,,,,,,,,,12.30496575916186,False,,,,,,,,,,,,,,,,,,,,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":500,""relative_tolerance"":1e-05,""variant"":""unpreconditioned BiCGStab; explicit true residual each iteration""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",,,,,,,,,,0,0.00038933951686011964,0.4485191234228576,0.02164402373411308,True,,,,,"[625, 2]","[256, 256, 2]",580.4999867373481,60733.680424415004,19.303759504911586,195.4430756013098
D:\QC_optimization\.worktrees\phase5-tutte-mvc-primal-dual\docs\research_phase5\raw_results\formal_map_adam_n25_256_cpu.json,I1 supervised fitting,supervised_map,25,625,1152,256,,adam,40,0.03,0.0001,20260922,0.25,turing,cpu,float32,e31586cc9e7012b7d16bb52dce9fad3061f3aa82,symmetric,MatrixFreeSymmetricTutteLayer,success,,,,matched,4,0.49984313803724945,1,0.0,0,0.002816754626110196,2.4093767933663912e-05,2.3211981897475198e-05,41,40,81,17,33,3.8455231490079314,9.477995102060959,9.560030665015802,True,41,6.752452673390508,1.6679935669526458,0.015998801216483116,1.0377780220005661,9.474223063560203,706535424,706682880,706682880,,,,,True,True,0,0.5648247835288185,,first independently audited evaluation; LBFGS trials included,"{""absolute_tolerance"":0.0,""internal_arithmetic"":""float32"",""max_iterations"":1000,""relative_tolerance"":1e-05,""variant"":""unpreconditioned CG; candidate/periodic true-residual replacement""}",fixed-to-moving backward coordinates; no inverse is computed,"RSS approximate asynchronous snapshots; HWM process lifetime, not cross-snapshot bound; GPU allocator peaks include per-run setup; shared target setup is excluded",0,0.0005607838523529206,0.6460229979105648,0.02763998508453369,True,0.007858841716120788,0.03007718961382727,0.12366779577257275,0.4290604532024082,0,0.00038933951686011964,0.4485191234228576,0.02164402373411308,True,,,,,"[625, 2]","[256, 256, 2]",580.4999867373481,60733.680424415004,19.303759504911586,195.4430756013098
