control,batch,layers,image_resolution,backend,dtype,device,warmup,repeats,seed,strength,threads,status,stage,host,commit,error,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,process_lifetime_hwm_bytes,throughput_samples_per_second,gradients_finite,mean_forward_seconds,mean_backward_seconds,mean_end_to_end_seconds,true_primal_relative_residual_max,flip_count_sum,minimum_signed_area,all_layer_sample_topology_certified,forward_methods,fallback_forward_layers,max_forward_iterations,max_forward_reported_relative_residual,adjoint_methods,fallback_adjoint_layers,max_adjoint_iterations,max_adjoint_reported_relative_residual,primary_failures,measured_primal_systems,measured_adjoint_systems,run_index,git_dirty,physical_gpu
33,4,2,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,267057664,339738624,1160577024,2.0796839183315203,True,1.7418204192072153,0.18147319369018078,1.9233692027628422,9.889290311904072e-06,0,0.0003012201145323745,True,unspecified,0,90,9.88766441878397e-06,unspecified,0,92,7.455344075424364e-06,,16,16,64,False,6
33,4,4,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,106821120,115343360,1140727808,1.0269986957227673,True,3.5692233815789223,0.32554946653544903,3.8948442842811346,9.855884457097567e-06,0,0.0002798358066042894,True,unspecified,0,90,9.85650058282772e-06,unspecified,0,93,7.648872269783169e-06,,32,32,65,False,6
33,4,4,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,412481024,490733568,1184071680,1.059613137394795,True,3.457710472866893,0.31718223728239536,3.7749626338481903,9.878088633608747e-06,0,0.0002798358066042894,True,unspecified,0,90,9.874434908851981e-06,unspecified,0,93,7.867964995966759e-06,,32,32,66,False,6
33,8,1,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,30332928,37748736,1106259968,4.450618482445756,True,1.6884179692715406,0.10901310853660107,1.7975029833614826,9.889164262595862e-06,0,0.0003119096105876906,True,unspecified,0,90,9.883259735943284e-06,unspecified,0,92,7.038167950668139e-06,,16,16,67,False,6
33,8,1,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,115162112,174063616,1112772608,4.512144636921697,True,1.665979016572237,0.10690779611468315,1.7729928102344275,9.869189717132434e-06,0,0.0003119096105876906,True,unspecified,0,90,9.867946573649533e-06,unspecified,0,92,7.457595984305954e-06,,16,16,68,False,6
33,8,2,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,132497920,171966464,1133633536,2.250857090326013,True,3.3823275547474623,0.1717955246567726,3.5542016569525003,9.897674562500935e-06,0,0.0003012201338028486,True,unspecified,0,90,9.891285117191728e-06,unspecified,0,92,7.613378329551779e-06,,32,32,69,False,6
33,8,2,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,525451776,746586112,1161756672,2.214077272659486,True,3.4224504064768553,0.1906862072646618,3.613243358209729,9.881802365736885e-06,0,0.0003012201338028486,True,unspecified,0,90,9.888462955132127e-06,unspecified,0,92,7.685624950681813e-06,,32,32,70,False,6
33,8,4,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,206013952,253755392,1140776960,1.141740802670094,True,6.678892755880952,0.32787770964205265,7.0068442691117525,9.881122553456279e-06,0,0.0002798358066042894,True,unspecified,0,90,9.867727385426406e-06,unspecified,0,93,7.825210559531115e-06,,64,64,71,False,6
33,8,4,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,816023040,1098907648,1186537472,1.0826968507954091,True,7.041455777361989,0.34738452918827534,7.3889565616846085,9.894727374328773e-06,0,0.0002798358066042894,True,unspecified,0,90,9.887278793030418e-06,unspecified,0,93,7.829130481695756e-06,,64,64,72,False,6
49,1,1,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,14394880,25165824,1113718784,1.4702646161806072,True,0.554853243753314,0.12522216700017452,0.6801496744155884,9.464241942007786e-06,0,0.0001368982599880825,True,unspecified,0,143,9.476741979597136e-06,unspecified,0,161,8.966650966613088e-06,,2,2,73,False,6
49,1,1,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,56232448,65011712,1126531072,1.4790218787921274,True,0.5497185420244932,0.12632755748927593,0.6761225201189518,9.503842381753787e-06,0,0.00013689839668207197,True,unspecified,0,143,9.498892723058816e-06,unspecified,0,161,9.518607839709148e-06,,2,2,74,False,6
49,1,2,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,19261952,31457280,1139572736,0.7150380192555401,True,1.160247953608632,0.23821529932320118,1.3985270336270332,9.611157399293077e-06,0,0.0001368982599880825,True,unspecified,0,144,9.609220796846785e-06,unspecified,0,161,9.59142289502779e-06,,4,4,75,False,6
49,1,2,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,75557376,92274688,1203347456,0.7179610060817414,True,1.155542153865099,0.237217852845788,1.3928333036601543,9.596896899211332e-06,0,0.00013689829726826146,True,unspecified,0,144,9.59418230195297e-06,unspecified,0,160,9.844475243880879e-06,,4,4,76,False,6
49,1,4,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,29152768,35651584,1146568704,0.3646320971421344,True,2.2273390274494886,0.5150887332856655,2.742490328848362,9.868530252939895e-06,0,0.0001346179701773314,True,unspecified,0,144,9.863946615951136e-06,unspecified,0,160,9.797022357815877e-06,,8,8,77,False,6
49,1,4,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,113628672,136314880,1212510208,0.3681510551378728,True,2.2052257154136896,0.5109850596636534,2.7162763383239508,9.879794827644336e-06,0,0.00013461686184257409,True,unspecified,0,144,9.883003258437384e-06,unspecified,0,160,9.858174962573685e-06,,8,8,78,False,6
49,4,1,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,21114368,25165824,1109229568,1.9012804167098696,True,1.9333126693964005,0.17045527696609497,2.1038453690707684,9.79774330414463e-06,0,0.0001353997572834939,True,unspecified,0,144,9.798981409403495e-06,unspecified,0,160,9.846633474808186e-06,,8,8,79,False,6
49,4,1,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,81826304,104857600,1116188672,1.9211928184172387,True,1.929653225466609,0.15231427364051342,2.0820398461073637,9.858554987038029e-06,0,0.00013540095823216775,True,unspecified,0,144,9.854256859398447e-06,unspecified,0,161,9.874232091533486e-06,,8,8,80,False,6
49,4,2,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,68171264,94371840,1137946624,0.9880846882677198,True,3.7531246170401573,0.2950402647256851,4.04823599383235,9.854390848907475e-06,0,0.00013373080835776723,True,unspecified,0,144,9.84888265520567e-06,unspecified,0,160,9.767611118149944e-06,,16,16,81,False,6
49,4,2,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,267924992,341835776,1163620352,0.951395161053242,True,3.9474682211875916,0.2568083144724369,4.204351844266057,9.874114371103646e-06,0,0.00013373039127273406,True,unspecified,0,144,9.872127520793583e-06,unspecified,0,160,9.758587111718953e-06,,16,16,82,False,6
49,4,4,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,108555776,117440512,1147994112,0.49518159562380804,True,7.557993587106466,0.5197761319577694,8.077844643965364,9.900946025847791e-06,0,0.0001240811280966976,True,unspecified,0,144,9.893232345348224e-06,unspecified,0,161,9.835579476202838e-06,,32,32,83,False,6
49,4,4,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,414215680,492830720,1189969920,0.48937737798396974,True,7.651644077152014,0.521911982446909,8.173651214689016,9.870795388532668e-06,0,0.000124081139752263,True,unspecified,0,144,9.873057024378795e-06,unspecified,0,161,9.886470252240542e-06,,32,32,84,False,6
49,8,1,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,31120384,39845888,1108324352,2.0730208539777757,True,3.7050506062805653,0.1539721693843603,3.8591025192290545,9.820521059273322e-06,0,0.00011218366129384116,True,unspecified,0,144,9.816867532208562e-06,unspecified,0,161,9.897454219753854e-06,,16,16,85,False,6
49,8,1,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,115949568,178257920,1119780864,1.9904289686585228,True,3.8575401175767183,0.1615882571786642,4.019234107807279,9.873166453408078e-06,0,0.00011218366129384116,True,unspecified,0,144,9.872530426946469e-06,unspecified,0,161,9.846538887359202e-06,,16,16,86,False,6
49,8,2,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,133904896,174063616,1137582080,1.0393375014954715,True,7.439295208081603,0.2578427102416754,7.69721095263958,9.841055714062827e-06,0,0.00011218366129384116,True,unspecified,0,144,9.840562597673852e-06,unspecified,0,162,9.84924099611817e-06,,32,32,87,False,6
49,8,2,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,526858752,748683264,1164701696,1.010205986993431,True,7.648048995062709,0.27102225832641125,7.919176982715726,9.892888492936599e-06,0,0.00011218366129384116,True,unspecified,0,144,9.896273695630953e-06,unspecified,0,161,9.908578249451239e-06,,32,32,88,False,6
49,8,4,256,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,208827904,255852544,1148178432,0.5190158702422737,True,14.906121732667089,0.5075880531221628,15.413786858320236,9.879478575937502e-06,0,0.00011218366129384116,True,unspecified,0,144,9.882555787044112e-06,unspecified,0,162,9.867990229395218e-06,,64,64,89,False,6
49,8,4,512,symmetric,float32,cuda,1,2,1701,0.15,1,ok,complete,ai,e688abc31fe5cde13a686d6f10b81a1232a8e878,,818836992,1105199104,1190744064,0.49723632320596134,True,15.58881819434464,0.500004792585969,16.088929200544953,9.897417065602921e-06,0,0.00011218366129384116,True,unspecified,0,144,9.889241482596844e-06,unspecified,0,162,9.896930350805633e-06,,64,64,90,False,6
