case,genus,mode,seed,initial_dense_edges,final_dense_edges,dense_improvement_fraction,initial_landmark_edges,final_landmark_edges,initial_curvature_rmse,final_curvature_rmse,certified,valid_run,registration_success,runtime_seconds
official_genus5,5,landmark,11,0.2121380474529403,0.19101678288618532,0.09956377378009205,0.18272157666555275,0.009363817598344192,0.6594869137747552,0.6639141522838812,True,True,True,171.2604446001351
official_genus5,5,curvature,11,0.2121380474529403,0.22510390829914628,-0.061119921682517946,0.18272157666555275,0.21474322481823857,0.6594869137747552,0.5960607976584495,True,True,False,152.84960920037702
official_genus5,5,combined,11,0.2121380474529403,0.21440886389201183,-0.0107044279248176,0.18272157666555275,0.14136335437827413,0.6594869137747552,0.6005171301278495,True,True,False,146.19218169990927
official_genus5,5,landmark,29,0.20433715174553702,0.18691490883305803,0.08526223823543876,0.16174499424489255,0.008969348904050526,0.6821787407780979,0.6799783909763648,True,True,True,132.40466140024364
official_genus5,5,curvature,29,0.20433715174553702,0.21160996000070476,-0.035592197468939116,0.16174499424489255,0.18153479293794092,0.6821787407780979,0.6140169688965399,True,True,False,121.88014240004122
official_genus5,5,combined,29,0.20433715174553702,0.20251749696358848,0.008905158784901564,0.16174499424489255,0.11564168733868976,0.6821787407780979,0.6176253233919016,True,True,True,121.82526900013909
