case,genus,mode,seed,initial_dense_edges,final_dense_edges,dense_improvement_fraction,initial_landmark_edges,final_landmark_edges,initial_curvature_rmse,final_curvature_rmse,certified,valid_run,registration_success,runtime_seconds
synthetic_genus2,2,landmark,11,0.25716391161369445,0.2123213907141713,0.174373303851765,0.2588718992493244,0.022265719475899375,0.21678872687186362,0.20996150788232582,True,True,True,46.060796100180596
synthetic_genus2,2,curvature,11,0.25716391161369445,0.23413817465861989,0.08953720143152637,0.2588718992493244,0.24663835262331735,0.21678872687186362,0.19228222198604783,True,True,True,45.55309140030295
synthetic_genus2,2,combined,11,0.25716391161369445,0.21668340344073142,0.15741130984884033,0.2588718992493244,0.16966052632683587,0.21678872687186362,0.19196944263709287,True,True,True,45.81260129995644
